"Height","Phos","Potas","Sulf","Planting","Type","Temp","Quality"
3.3,87,306,0,2022-03-23,"Odontoglossum",19.2,10
8.6,86,282,39,2022-04-06,"Cattleya",21.8,8
6.6,81,302,38,2022-04-15,"Oncidium",21.1,5
7.9,74,294,0,2022-04-13,"Paphiopedalum",19.8,3
18.6,80,239,38,2022-04-13,"Vanda",24.6,8
8.2,100,290,40,2022-03-03,"Oncidium",22.6,5
12.8,83,295,32,2022-04-16,"Miltoniopsis",16.6,6
3.3,96,306,35,2022-03-11,"Odontoglossum",18,7
14.4,0,279,33,2022-03-20,"Cymbidium",19,6
7,76,258,33,2022-03-06,"Paphiopedalum",21.4,9
9.6,84,0,33,2022-03-17,"Paphiopedalum",21,7
17.2,91,235,33,2022-03-10,"Miltoniopsis",20.5,8
16.2,80,247,42,2022-03-30,"Miltoniopsis",17,5
25.3,80,317,40,2022-04-06,"Vanda",28.4,7
13.2,58,260,36,2022-03-28,"Cymbidium",17.4,6
14.6,88,287,37,2022-03-13,"Phalaenopsis",25.4,8
9.1,0,293,34,2022-03-18,"Oncidium",21.8,10
7.8,83,278,38,2022-03-31,"Paphiopedalum",21,6
14.8,91,314,39,2022-04-07,"Miltoniopsis",16.5,6
26.8,84,286,39,2022-03-22,"Dendrobium",18.6,7
6.4,74,266,33,2022-04-17,"Oncidium",22.1,5
19,72,291,39,2022-03-31,"Vanda",27.5,6
7.9,88,274,39,2022-03-21,"Paphiopedalum",19.7,6
3.5,92,264,34,2022-03-17,"Odontoglossum",19.9,5
16,79,299,37,2022-03-29,"Cambria",21.4,5
28,65,284,39,2022-04-04,"Dendrobium",16.7,6
4.7,78,299,37,2022-04-03,"Paphiopedalum",22.8,6
5.7,75,312,37,2022-03-24,"Oncidium",20.2,4
5.2,85,267,37,2022-03-21,"Paphiopedalum",19.4,7
7.6,68,0,36,2022-03-20,"Oncidium",22.4,8
17.1,78,295,37,2022-04-20,"Cambria",21,7
16.1,90,253,37,2022-03-09,"Miltoniopsis",17.2,5
13.8,86,305,39,2022-03-29,"Phalaenopsis",24.5,8
13.9,80,287,37,2022-03-12,"Cambria",20.2,4
15.9,86,284,0,2022-03-19,"Phalaenopsis",26.8,9
6.5,78,290,37,2022-04-05,"Oncidium",21.9,6
7.1,80,281,32,2022-03-27,"Paphiopedalum",21.6,6
20.1,66,255,41,2022-03-25,"Vanda",26.6,6
14.9,100,276,32,2022-03-29,"Cambria",20.5,7
20.2,0,285,37,2022-04-07,"Cambria",22.5,8
2.8,73,276,37,2022-03-23,"Odontoglossum",19.4,6
20.1,80,0,38,2022-04-14,"Vanda",27.2,7
2.8,68,223,32,2022-04-03,"Odontoglossum",17.6,6
24,75,276,38,2022-03-28,"Vanda",26.5,4
17.7,100,289,34,2022-03-25,"Miltoniopsis",19.7,3
8,69,247,33,2022-03-29,"Cattleya",21,6
18.2,91,271,36,2022-03-23,"Cambria",22.5,5
7.8,91,0,34,2022-03-17,"Oncidium",20.8,7
19.3,91,295,0,2022-04-07,"Cambria",19.6,9
14.9,64,0,38,2022-04-07,"Miltoniopsis",17.4,4
16.3,90,271,34,2022-03-11,"Phalaenopsis",26.1,6
25.2,83,287,44,2022-03-17,"Dendrobium",19.4,5
19.5,65,337,36,2022-04-12,"Vanda",25.5,5
21.8,80,296,30,2022-04-12,"Vanda",25.3,7
7.8,74,331,37,2022-03-10,"Paphiopedalum",20.5,7
19.1,102,273,40,2022-03-20,"Phalaenopsis",25,9
12.6,65,358,0,2022-03-15,"Cymbidium",17.6,4
5.8,87,249,37,2022-04-09,"Paphiopedalum",20.9,3
19,88,250,34,2022-04-04,"Vanda",24.6,7
5.8,87,302,36,2022-04-13,"Oncidium",22.1,4
23,73,256,37,2022-03-31,"Vanda",23.2,7
17.8,75,266,40,2022-04-14,"Cambria",21.8,5
23.7,91,0,35,2022-03-27,"Vanda",24.6,9
31.1,95,298,37,2022-03-11,"Dendrobium",20.1,4
23.8,74,0,33,2022-03-21,"Dendrobium",18,5
20.5,67,290,34,2022-04-06,"Dendrobium",17.3,8
29.9,73,294,39,2022-03-04,"Dendrobium",18.5,7
27,82,278,0,2022-03-30,"Vanda",28.3,9
3.9,72,291,40,2022-03-14,"Oncidium",21.3,5
13.6,74,276,36,2022-03-22,"Phalaenopsis",24.6,6
20,67,248,37,2022-03-29,"Dendrobium",19.2,8
30.9,79,313,37,2022-03-03,"Dendrobium",18.7,2
3.6,69,260,39,2022-04-08,"Odontoglossum",18.7,7
3.1,89,284,34,2022-03-11,"Odontoglossum",18.2,7
16.6,94,300,0,2022-04-10,"Cymbidium",17.3,10
18.5,73,250,36,2022-03-09,"Cambria",22,4
13.5,62,283,0,2022-03-18,"Cymbidium",18.6,3
15.2,97,295,38,2022-04-14,"Cymbidium",17.1,7
8.8,83,243,38,2022-03-30,"Cattleya",22.2,7
17.8,76,263,31,2022-03-21,"Cambria",21,7
19.8,81,0,38,2022-04-16,"Vanda",24,6
28.6,78,267,35,2022-03-18,"Dendrobium",16.6,6
6.3,59,279,32,2022-04-08,"Paphiopedalum",19.8,4
14,62,232,34,2022-03-07,"Miltoniopsis",18.5,10
16.4,63,0,35,2022-03-26,"Phalaenopsis",27.5,6
14.3,78,0,35,2022-04-03,"Cymbidium",19.1,7
7.1,82,327,35,2022-03-05,"Oncidium",22.3,6
14.3,0,300,38,2022-03-13,"Phalaenopsis",26.1,4
29.7,74,322,34,2022-03-05,"Dendrobium",20,4
17.4,81,311,36,2022-03-08,"Cambria",19.5,6
23.1,99,284,31,2022-04-10,"Dendrobium",17.5,5
12.5,67,246,39,2022-04-01,"Miltoniopsis",16.8,4
18.7,78,283,35,2022-03-24,"Cambria",20.7,7
8.4,78,282,38,2022-04-14,"Cattleya",21.4,5
3.1,102,242,30,2022-04-07,"Odontoglossum",18,9
6.7,96,346,0,2022-03-27,"Oncidium",20.7,7
6.3,84,251,34,2022-03-17,"Oncidium",22.3,8
7.6,82,287,35,2022-04-18,"Paphiopedalum",19.9,5
8.3,88,280,36,2022-03-20,"Cattleya",21.3,6
15.9,0,336,33,2022-03-08,"Cambria",19.4,5
9.6,82,233,42,2022-03-25,"Cattleya",21.1,5
3.8,99,263,0,2022-03-30,"Odontoglossum",19.5,7
14.9,90,289,37,2022-04-18,"Cymbidium",19.7,5
3.6,94,270,38,2022-03-21,"Odontoglossum",18.8,7
20.5,81,271,32,2022-03-30,"Cambria",22.3,6
17.2,80,307,32,2022-04-16,"Phalaenopsis",26.4,5
9.1,85,277,35,2022-04-02,"Cattleya",20.3,5
2.5,79,314,0,2022-03-07,"Odontoglossum",16.4,4
25.2,78,318,34,2022-04-13,"Dendrobium",16.6,8
14.1,77,0,37,2022-04-07,"Miltoniopsis",18.7,3
14.6,74,276,39,2022-03-26,"Miltoniopsis",18.6,6
6,87,300,35,2022-04-07,"Oncidium",20.6,8
8,90,262,36,2022-03-29,"Cattleya",20.9,10
12,71,293,0,2022-04-01,"Cymbidium",17.3,7
18.6,76,310,38,2022-03-18,"Cambria",22.2,8
9.9,80,311,43,2022-04-08,"Paphiopedalum",22,4
2.6,79,326,39,2022-04-09,"Odontoglossum",16.8,7
14.6,86,278,40,2022-03-16,"Cymbidium",17.6,8
16.9,68,282,34,2022-04-24,"Miltoniopsis",19.3,2
25.6,64,322,37,2022-04-03,"Dendrobium",16.7,6
7.3,98,301,39,2022-03-27,"Cattleya",20.7,6
14.6,0,261,39,2022-04-18,"Cymbidium",19,9
2.8,86,261,38,2022-04-10,"Odontoglossum",16.7,5
6.2,74,284,33,2022-04-09,"Paphiopedalum",20.9,5
14,69,0,36,2022-04-12,"Miltoniopsis",18.6,2
12.7,90,259,33,2022-04-05,"Phalaenopsis",25.4,7
20.2,79,245,36,2022-03-16,"Vanda",28,4
7.7,80,272,38,2022-04-12,"Cattleya",20.7,7
19.8,92,262,34,2022-04-06,"Vanda",24.5,8
18.5,90,245,33,2022-03-20,"Cambria",19.8,8
8.6,82,257,39,2022-03-12,"Cattleya",21.8,7
2.5,65,229,0,2022-03-17,"Odontoglossum",16.7,7
12.3,61,0,33,2022-03-14,"Phalaenopsis",24,6
8.2,67,292,40,2022-03-23,"Paphiopedalum",20.8,6
18.9,0,296,38,2022-03-24,"Vanda",25.7,6
2.6,95,290,36,2022-03-12,"Odontoglossum",17.4,5
11.1,72,262,38,2022-03-16,"Miltoniopsis",18.8,5
13.3,0,270,35,2022-03-20,"Cymbidium",20.3,9
23.5,91,0,32,2022-03-20,"Dendrobium",18.7,6
14.6,77,278,31,2022-03-31,"Phalaenopsis",26.2,5
30.5,66,312,38,2022-03-30,"Dendrobium",19.1,6
13.6,62,281,39,2022-04-14,"Cymbidium",20.4,4
20.1,74,300,41,2022-04-16,"Vanda",25.5,5
22.6,76,286,39,2022-03-16,"Dendrobium",17.7,5
13.2,72,273,35,2022-03-28,"Cymbidium",18,8
23.2,77,264,41,2022-04-07,"Cambria",21.5,8
3.5,72,305,37,2022-03-28,"Odontoglossum",18.1,7
2.5,0,292,41,2022-03-13,"Odontoglossum",17.3,5
13,102,0,33,2022-03-22,"Phalaenopsis",26.6,10
8,82,250,34,2022-03-14,"Oncidium",22.9,8
7.9,84,268,37,2022-03-14,"Paphiopedalum",20.2,8
6.4,80,251,40,2022-03-21,"Paphiopedalum",21.3,8
8.6,63,281,39,2022-03-16,"Oncidium",20.4,6
23.3,77,278,38,2022-03-22,"Dendrobium",20.1,5
3.5,99,276,36,2022-03-13,"Odontoglossum",17.7,7
3.4,80,267,34,2022-03-13,"Odontoglossum",19.5,7
21.5,69,0,41,2022-04-11,"Cambria",21,8
20.2,66,297,37,2022-03-26,"Vanda",26.8,9
25.4,59,267,35,2022-03-28,"Dendrobium",16.1,6
13.1,79,307,0,2022-03-13,"Cambria",22.1,5
13.2,85,241,38,2022-03-06,"Miltoniopsis",19,8
17.6,79,0,34,2022-03-28,"Cymbidium",20.4,6
14.2,71,276,38,2022-03-07,"Cymbidium",17.6,6
6.3,84,245,34,2022-04-14,"Paphiopedalum",22.4,4
22.2,78,258,0,2022-03-27,"Vanda",28.2,8
16.4,79,272,40,2022-03-15,"Cambria",20,4
18.7,88,258,37,2022-03-20,"Vanda",27.7,4
27.6,60,290,34,2022-04-04,"Dendrobium",18,8
3.2,92,282,39,2022-03-23,"Odontoglossum",18.4,6
3.9,94,0,38,2022-03-22,"Odontoglossum",18.6,4
22.8,88,300,39,2022-03-19,"Dendrobium",18.3,5
10.1,75,275,38,2022-04-20,"Cattleya",20.4,5
6.6,82,293,33,2022-03-13,"Oncidium",21.9,6
17.3,87,253,35,2022-03-24,"Cambria",21.1,7
9.4,0,258,32,2022-03-14,"Oncidium",22.2,6
3.9,0,272,36,2022-03-14,"Odontoglossum",19.6,6
19.4,69,272,34,2022-03-12,"Cambria",21.3,4
11.8,74,284,33,2022-04-03,"Cymbidium",16.5,10
9.7,97,295,35,2022-03-02,"Cattleya",22.5,9
17.2,80,270,34,2022-03-18,"Cambria",19.7,7
8.8,88,0,36,2022-03-29,"Paphiopedalum",20.4,6
22,90,312,39,2022-03-31,"Vanda",28.6,6
15.6,68,281,38,2022-04-13,"Cambria",20.3,6
17.9,56,272,0,2022-03-16,"Vanda",26.7,7
16.9,86,247,36,2022-03-15,"Miltoniopsis",19.6,6
6.6,71,272,42,2022-03-07,"Paphiopedalum",20.2,8
2.6,89,328,39,2022-03-31,"Odontoglossum",17.7,9
6.1,0,308,34,2022-03-28,"Paphiopedalum",19.5,6
3.7,82,246,36,2022-03-08,"Odontoglossum",19.1,8
3.2,94,258,35,2022-03-30,"Odontoglossum",19.4,6
22.2,84,281,37,2022-04-13,"Vanda",26,5
9.6,75,0,33,2022-03-15,"Cattleya",19.8,8
21.1,82,277,39,2022-03-16,"Vanda",27.7,4
14.1,86,248,36,2022-04-07,"Cymbidium",18.9,8
21.1,89,276,37,2022-03-26,"Vanda",24.5,9
9.2,64,0,31,2022-03-21,"Cattleya",21.5,6
17.9,102,287,0,2022-04-24,"Vanda",24.9,5
23,85,298,38,2022-03-22,"Vanda",25.5,7
27.5,75,292,0,2022-03-18,"Dendrobium",20.4,6
19.5,91,283,36,2022-03-13,"Phalaenopsis",24.2,5
2.8,72,258,40,2022-03-15,"Odontoglossum",18.3,8
14.1,75,268,37,2022-03-20,"Miltoniopsis",17,7
14.5,83,227,35,2022-04-24,"Cymbidium",17.6,7
17.6,86,0,38,2022-03-22,"Phalaenopsis",25.9,7
3.3,99,285,38,2022-03-26,"Odontoglossum",20.3,6
13.7,66,286,32,2022-04-08,"Phalaenopsis",24.1,7
22.1,96,275,36,2022-03-25,"Dendrobium",18.7,6
6.3,73,280,37,2022-03-07,"Oncidium",21.6,6
3.1,82,271,37,2022-03-30,"Odontoglossum",17.1,8
20.2,101,239,35,2022-03-22,"Cambria",22.1,9
21.6,0,0,35,2022-03-17,"Dendrobium",19.6,6
2.8,73,302,38,2022-04-18,"Odontoglossum",19,8
15.4,83,283,36,2022-03-09,"Cymbidium",18.5,5
4.7,0,284,42,2022-03-22,"Oncidium",20,8
24.2,0,287,40,2022-03-18,"Dendrobium",17.7,7
21,68,289,0,2022-03-20,"Cambria",22.2,7
19.2,105,280,33,2022-04-17,"Cambria",22,5
22.2,0,305,40,2022-04-03,"Vanda",25.4,6
17.7,86,256,36,2022-04-07,"Cambria",20.8,10
18.6,88,272,32,2022-04-04,"Cambria",22.6,8
9.3,80,296,38,2022-04-11,"Paphiopedalum",21,3
18.3,0,272,34,2022-04-10,"Dendrobium",19.4,10
8.5,107,279,0,2022-03-08,"Paphiopedalum",22.8,7
16.1,0,267,38,2022-03-13,"Phalaenopsis",25,9
12.5,93,296,41,2022-03-15,"Phalaenopsis",27.9,5
8.1,73,276,38,2022-03-29,"Cattleya",21.5,7
14.6,70,270,42,2022-03-25,"Cymbidium",19.4,6
7.4,70,254,36,2022-03-18,"Paphiopedalum",20,8
18.9,75,302,36,2022-03-10,"Cambria",21.3,6
15.3,91,298,39,2022-04-08,"Phalaenopsis",25.6,7
16.4,70,233,0,2022-03-09,"Miltoniopsis",19.9,10
18,75,290,33,2022-03-11,"Phalaenopsis",28,6
20.7,82,247,40,2022-03-15,"Cambria",20.1,5
16.3,65,304,32,2022-04-16,"Phalaenopsis",28,4
15.4,77,252,43,2022-04-18,"Cymbidium",19.3,6
25.9,72,239,37,2022-04-07,"Dendrobium",18.4,7
9.2,65,316,36,2022-03-26,"Cattleya",21.8,8
11.4,75,285,36,2022-03-29,"Phalaenopsis",27,7
3.8,83,350,41,2022-04-06,"Odontoglossum",20.1,9
17.5,80,296,41,2022-04-06,"Cambria",20.3,6
6.5,71,280,36,2022-03-26,"Cattleya",21.4,9
23.2,81,300,32,2022-03-24,"Dendrobium",19.5,5
12.9,84,268,37,2022-03-25,"Cymbidium",20.6,7
17.9,75,288,40,2022-03-25,"Vanda",25.4,6
9,71,260,35,2022-03-23,"Cattleya",21.8,6
17.7,89,279,34,2022-04-11,"Cambria",21.4,6
6.2,0,304,41,2022-03-24,"Oncidium",21.6,10
7.9,76,237,33,2022-03-18,"Cattleya",20.8,8
8.3,73,302,33,2022-03-09,"Oncidium",20.8,8
17.8,77,240,36,2022-03-28,"Phalaenopsis",26.3,7
16.9,89,268,34,2022-03-13,"Cymbidium",19.9,6
3.3,86,282,35,2022-03-14,"Odontoglossum",18.4,4
25.1,0,265,34,2022-03-15,"Dendrobium",17.7,5
6.1,79,310,33,2022-03-13,"Oncidium",19.7,8
20.3,94,271,34,2022-03-26,"Vanda",26.7,10
6.7,67,278,31,2022-03-17,"Cattleya",20.9,9
20,80,270,33,2022-03-17,"Cambria",22.1,6
7,78,263,35,2022-04-06,"Oncidium",19.6,8
14.7,80,257,35,2022-03-20,"Miltoniopsis",19.3,8
13.9,69,294,38,2022-04-02,"Cambria",21.6,9
13,84,226,37,2022-03-11,"Miltoniopsis",18.5,9
14.1,79,251,37,2022-04-06,"Cymbidium",17.9,8
17.9,0,308,42,2022-03-21,"Cambria",20.7,8
3.3,80,281,35,2022-03-19,"Odontoglossum",19.8,6
5.8,69,246,33,2022-03-17,"Oncidium",21.2,7
14.4,81,310,39,2022-04-14,"Phalaenopsis",28.1,6
24.3,91,262,35,2022-03-28,"Dendrobium",20.5,9
11,68,276,39,2022-03-21,"Phalaenopsis",24,6
16.1,72,274,34,2022-03-26,"Phalaenopsis",24.5,7
14.1,87,292,36,2022-03-12,"Phalaenopsis",27.5,7
15.3,79,322,33,2022-03-30,"Cymbidium",19.6,5
26.3,63,278,33,2022-04-05,"Dendrobium",18.7,7
7.6,78,304,41,2022-03-14,"Cattleya",20.7,9
25.5,79,0,36,2022-03-17,"Dendrobium",18.5,6
14.6,96,0,40,2022-03-23,"Miltoniopsis",19.8,7
16.6,77,281,35,2022-03-19,"Miltoniopsis",17.7,5
12.9,90,274,40,2022-03-16,"Miltoniopsis",17.2,9
14.4,87,276,34,2022-04-01,"Phalaenopsis",24,9
12.6,0,278,39,2022-04-07,"Cymbidium",20,8
16.2,63,305,36,2022-04-12,"Miltoniopsis",17.4,2
6.5,84,0,34,2022-04-09,"Oncidium",21,6
6.4,71,297,0,2022-03-21,"Paphiopedalum",19.3,9
7.4,78,277,38,2022-04-15,"Oncidium",22.6,4
14.3,78,296,34,2022-03-12,"Cymbidium",19.9,3
19.2,0,295,36,2022-03-22,"Vanda",24.6,7
7.2,93,331,33,2022-04-06,"Oncidium",21.4,5
14.4,67,233,41,2022-03-30,"Phalaenopsis",25.5,9
3.9,0,268,0,2022-03-18,"Odontoglossum",19.7,6
18.9,95,259,39,2022-03-12,"Vanda",26.4,7
3.2,100,298,36,2022-03-07,"Odontoglossum",18.5,2
22.9,75,283,32,2022-03-16,"Dendrobium",19.9,6
8.5,77,274,39,2022-03-05,"Paphiopedalum",22.5,9
13.3,79,257,37,2022-03-21,"Cymbidium",17.3,3
25.3,79,314,39,2022-03-16,"Dendrobium",18.6,7
7.1,70,302,40,2022-03-17,"Oncidium",22,6
6.3,90,315,39,2022-04-08,"Oncidium",21,8
14.9,102,256,41,2022-03-19,"Miltoniopsis",20.3,8
15.7,95,300,32,2022-03-10,"Miltoniopsis",18.2,8
24.3,78,255,40,2022-03-11,"Dendrobium",20.2,3
12.7,81,221,37,2022-03-16,"Phalaenopsis",27.5,5
5.7,84,279,36,2022-03-11,"Paphiopedalum",20.9,9
12.9,0,293,0,2022-04-08,"Phalaenopsis",26.5,7
20,113,0,38,2022-03-17,"Vanda",25,7
6.5,86,0,37,2022-03-24,"Oncidium",21.7,7
26.4,86,288,39,2022-04-04,"Dendrobium",19.8,7
20,90,319,35,2022-03-18,"Cambria",20,7
11.8,92,295,33,2022-04-08,"Cymbidium",17.7,8
25.8,83,265,37,2022-03-28,"Dendrobium",19.7,9
7.3,80,292,38,2022-03-19,"Oncidium",19.9,6
23.3,60,274,37,2022-04-11,"Dendrobium",20.6,6
6.6,0,298,0,2022-04-06,"Paphiopedalum",20.7,6
12.7,71,258,37,2022-04-05,"Phalaenopsis",24.6,8
17.9,97,275,35,2022-03-26,"Vanda",26.6,8
14.2,86,304,37,2022-03-11,"Miltoniopsis",19.6,6
20.8,68,254,39,2022-03-27,"Vanda",28.2,9
15.3,0,0,33,2022-03-12,"Cymbidium",19.7,5
21.1,71,0,36,2022-03-17,"Cambria",20.1,5
18.8,61,273,40,2022-04-10,"Vanda",26.3,9
18.7,0,256,34,2022-04-10,"Phalaenopsis",25.3,6
8.7,85,272,37,2022-04-03,"Cattleya",20.5,8
23.2,63,245,38,2022-03-31,"Dendrobium",19.7,6
5.8,82,239,30,2022-04-01,"Oncidium",21.1,9
14.4,98,273,33,2022-03-31,"Phalaenopsis",28.3,6
8.1,85,271,34,2022-03-14,"Cattleya",21.7,9
6.6,74,280,34,2022-03-30,"Cattleya",19.2,6
21.5,96,264,36,2022-03-04,"Dendrobium",18.7,5
15.8,77,261,39,2022-03-18,"Phalaenopsis",26.6,8
21.5,84,231,31,2022-03-27,"Vanda",26.5,7
8.4,85,269,34,2022-04-01,"Paphiopedalum",21.9,4
17.9,83,292,39,2022-03-30,"Cambria",22.1,6
15.9,73,261,39,2022-04-03,"Phalaenopsis",26.8,7
19,104,290,0,2022-04-06,"Cambria",20.4,9
7.4,58,257,30,2022-04-08,"Cattleya",20.2,6
15.6,94,295,36,2022-03-23,"Cymbidium",18.9,4
15.4,81,285,34,2022-04-09,"Cymbidium",16.5,8
14.3,0,286,40,2022-03-31,"Phalaenopsis",24.8,8
2.6,78,278,0,2022-04-06,"Odontoglossum",18.1,6
10.7,0,281,32,2022-03-29,"Miltoniopsis",20.1,4
16.1,61,271,32,2022-04-16,"Vanda",23.5,6
22,0,248,0,2022-03-26,"Vanda",25.7,8
18,66,314,37,2022-03-15,"Vanda",25,6
17.4,0,246,37,2022-03-28,"Phalaenopsis",24.2,8
24.8,71,295,35,2022-04-09,"Dendrobium",20.1,10
13.5,90,315,0,2022-03-12,"Cymbidium",17.4,7
13.5,80,300,35,2022-03-08,"Cymbidium",18.4,7
24.9,68,341,35,2022-03-26,"Dendrobium",19.6,9
16.7,83,310,38,2022-03-23,"Cambria",22.1,7
7.8,66,245,37,2022-03-18,"Oncidium",21.3,7
8,0,243,36,2022-04-10,"Cattleya",22.5,7
19.7,75,262,0,2022-03-24,"Cambria",20.5,7
23,93,301,38,2022-03-20,"Dendrobium",19.6,5
6.8,88,307,35,2022-03-04,"Cattleya",19.6,4
18.7,93,312,38,2022-03-10,"Miltoniopsis",17.8,9
20.5,93,287,38,2022-03-25,"Dendrobium",17.8,8
7.7,90,245,32,2022-03-04,"Cattleya",20.2,4
16.3,81,0,35,2022-03-29,"Cambria",20,8
7.9,70,302,30,2022-03-24,"Oncidium",21.9,8
18.1,73,0,38,2022-03-30,"Phalaenopsis",26.4,10
7.4,80,273,35,2022-04-08,"Cattleya",20.1,6
9.2,90,309,41,2022-04-03,"Cattleya",20.7,9
7.6,79,234,37,2022-03-20,"Paphiopedalum",22.1,8
8.4,73,0,38,2022-03-27,"Paphiopedalum",20,5
21.7,85,307,37,2022-03-22,"Vanda",26,5
19.7,87,303,0,2022-03-17,"Cambria",22.5,4
14.8,71,259,36,2022-03-23,"Cymbidium",17.5,7
19,73,307,37,2022-04-05,"Cambria",19.7,6
13.5,82,250,34,2022-03-06,"Phalaenopsis",24.7,4
26,79,255,39,2022-04-06,"Dendrobium",18.6,10
6.1,74,249,0,2022-03-21,"Oncidium",22.6,6
12.8,60,251,34,2022-04-24,"Cymbidium",18.7,6
3.2,72,289,37,2022-03-29,"Odontoglossum",18.2,6
29.4,66,287,36,2022-03-21,"Dendrobium",18.1,9
15.1,77,289,40,2022-04-08,"Phalaenopsis",25.1,7
7,77,240,39,2022-03-22,"Cattleya",20.1,6
20.9,80,299,34,2022-03-16,"Vanda",28.2,6
20.4,86,288,35,2022-03-31,"Dendrobium",16.6,8
6.3,67,324,36,2022-03-01,"Paphiopedalum",20.1,8
10,71,254,36,2022-03-22,"Miltoniopsis",17.9,6
22.5,70,267,0,2022-03-20,"Dendrobium",18.4,5
15.1,0,303,0,2022-03-20,"Cambria",19.9,7
8.3,58,277,39,2022-03-28,"Cattleya",20.1,7
14.7,83,271,34,2022-03-10,"Cymbidium",17.6,6
16.8,72,0,38,2022-03-29,"Miltoniopsis",19.5,5
15.4,83,276,41,2022-03-17,"Phalaenopsis",26.2,9
21.9,88,286,38,2022-03-21,"Vanda",24.2,4
7.5,95,282,0,2022-03-11,"Cattleya",21.2,9
8.3,93,271,36,2022-03-19,"Cattleya",21,7
7.3,72,319,40,2022-03-15,"Oncidium",20.4,9
14.5,75,276,37,2022-03-27,"Cymbidium",19.8,9
7,98,280,32,2022-03-25,"Paphiopedalum",22.4,7
17.3,63,253,35,2022-03-15,"Miltoniopsis",19,4
6.9,65,273,37,2022-04-06,"Paphiopedalum",20.9,6
8.4,69,278,34,2022-03-17,"Cattleya",19.7,8
13.8,79,0,37,2022-03-19,"Phalaenopsis",27.8,9
24.4,76,322,37,2022-03-04,"Dendrobium",17.8,5
14,67,310,38,2022-03-15,"Cymbidium",17.3,6
7.8,87,243,36,2022-04-01,"Oncidium",21.3,6
9.2,74,272,37,2022-03-16,"Cattleya",22.2,7
24.2,0,277,44,2022-03-19,"Vanda",25.1,6
6.6,76,239,39,2022-03-22,"Oncidium",22.1,7
12.3,70,251,38,2022-03-15,"Miltoniopsis",16.5,10
14.6,0,307,34,2022-03-19,"Miltoniopsis",18.4,4
15.6,71,0,35,2022-03-19,"Miltoniopsis",20.8,7
15,73,266,37,2022-04-01,"Cymbidium",19.1,8
19.4,90,0,41,2022-03-12,"Vanda",26.2,9
21.8,89,263,34,2022-04-28,"Vanda",25.6,2
13.9,84,317,0,2022-03-06,"Cymbidium",17.6,1
9.9,82,290,37,2022-03-11,"Paphiopedalum",19.6,5
11.5,86,324,34,2022-03-31,"Miltoniopsis",16.6,5
3.2,90,311,36,2022-03-17,"Odontoglossum",19.4,7
6.5,92,308,35,2022-03-14,"Paphiopedalum",21.2,8
8.2,90,279,35,2022-04-15,"Paphiopedalum",20.8,3
14.6,74,261,42,2022-03-20,"Cymbidium",18.2,7
8,69,0,32,2022-03-23,"Paphiopedalum",21.1,7
6.3,90,0,34,2022-03-20,"Oncidium",20.7,7
16.9,65,267,34,2022-03-30,"Miltoniopsis",17.1,5
15.4,86,268,34,2022-03-04,"Cambria",19.7,6
3.5,76,286,36,2022-03-28,"Odontoglossum",18.1,8
15.3,84,0,41,2022-03-17,"Cymbidium",19.1,3
20.6,65,268,39,2022-04-12,"Dendrobium",19,8
15.8,62,313,34,2022-03-31,"Cambria",19.5,8
16.4,69,245,35,2022-03-13,"Phalaenopsis",28,7
14.9,62,313,32,2022-04-13,"Cymbidium",17.7,6
25.2,85,0,43,2022-04-04,"Dendrobium",18.8,6
16.1,88,273,43,2022-03-15,"Miltoniopsis",16.2,7
6.7,84,296,0,2022-03-11,"Cattleya",22.6,7
23.1,94,0,44,2022-03-06,"Dendrobium",17.3,7
11.1,0,0,34,2022-03-15,"Miltoniopsis",18.1,5
25.3,87,310,38,2022-03-28,"Dendrobium",19,7
14.9,93,297,0,2022-03-08,"Cymbidium",17.7,5
20.8,61,0,0,2022-03-10,"Dendrobium",16.9,6
18.4,89,317,39,2022-03-05,"Cymbidium",20.5,5
3.9,0,250,0,2022-03-25,"Odontoglossum",18.3,8
6.7,83,294,0,2022-03-18,"Cattleya",21.1,8
2.9,0,287,0,2022-04-01,"Odontoglossum",17.8,7
5.8,99,273,0,2022-04-07,"Cattleya",21.2,8
3.4,82,253,37,2022-03-31,"Odontoglossum",17.8,9
13.4,85,269,36,2022-04-01,"Miltoniopsis",17.2,5
26.2,86,301,0,2022-03-18,"Dendrobium",19.2,5
3,73,294,0,2022-03-15,"Odontoglossum",17.7,5
9,71,251,35,2022-03-11,"Cattleya",21.7,5
8.1,69,283,38,2022-04-07,"Paphiopedalum",22,3
7.2,70,287,34,2022-04-16,"Oncidium",21.8,6
17.7,71,234,39,2022-03-26,"Phalaenopsis",28.7,9
13.8,99,310,32,2022-03-12,"Cymbidium",18.1,6
18.8,80,306,37,2022-04-20,"Cambria",22,6
17.2,81,285,40,2022-04-14,"Phalaenopsis",26.4,7
3.1,95,270,34,2022-03-30,"Odontoglossum",17.2,9
16.5,83,323,33,2022-03-19,"Cambria",21.1,7
8.2,0,277,38,2022-03-13,"Cattleya",22.5,9
17.5,107,322,0,2022-03-08,"Phalaenopsis",25.4,7
24.1,88,0,33,2022-04-03,"Vanda",26,6
26.5,82,259,35,2022-03-31,"Vanda",28.1,9
20.9,64,299,38,2022-03-28,"Vanda",25.6,8
14.6,94,272,35,2022-03-24,"Cymbidium",19.9,4
17,85,0,39,2022-03-08,"Miltoniopsis",20.6,6
